	Query	Result	Tweet	User	Date	Hashtags	Likes	Retweets
89	virus	10	Actually the vaccine and the masks are going to kill more people than the virus https://t.co/YGsvfy3jN5	akm1373	Sun Nov 22 11:29:41 +0000 2020	[]	0	0
90	virus	11	"@devisridhar This virus 👇
https://t.co/plUleZgRj0"	d_mos77	Sat Nov 21 20:33:30 +0000 2020	[]	8	1
91	virus	12	It’s the season to spread corona virus to the people you love the most	ScarredNtScared	Sun Nov 22 09:31:53 +0000 2020	[]	18	2
92	virus	13	@MattHancock There is no virus	templaroftruth	Sun Nov 22 11:21:03 +0000 2020	[]	0	0
93	virus	14	@DanRather https://t.co/VWKuD59yPf.            Masks do not stop a virus.	pauljc1171	Sun Nov 22 11:19:05 +0000 2020	[]	0	0
94	virus	15	More prove!!!! Corona -virus!! https://t.co/xsNpDMufzR	dutchovercilver	Sun Nov 22 11:15:02 +0000 2020	[]	0	0
95	virus	16	Cancer is not a virus.	mukumoya	Sun Nov 22 11:18:05 +0000 2020	[]	0	0
96	virus	17	Masks don't work. Never did, never will. Masks are ineffective against the China Virus.	starpatriot	Sun Nov 22 12:01:21 +0000 2020	[]	0	0
97	virus	18	🤣🤣🤣🤣 do you think cancer is a virus???	STR8FROMZO	Sun Nov 22 11:31:48 +0000 2020	[]	0	0
98	virus	19	Virus One	hemoalimizo1259	Sun Nov 22 12:14:55 +0000 2020	[]	0	0
99	virus	20	All virus. Covid and Flu.	RBKConsultants	Sun Nov 22 12:06:31 +0000 2020	[]	0	0
100	test	1	"It has now tested positive for covid. 
https://t.co/JASMR9frNk"	TheJDam	Sun Nov 22 11:57:11 +0000 2020	[]	0	0
101	test	2	"Loeffler tests positive for Covid but undergoing further testing

https://t.co/nrQR4XKBkP"	RamJamRTR	Sun Nov 22 11:58:37 +0000 2020	[]	0	0
102	test	3	"Loeffler tests positive for Covid but undergoing further testing
https://t.co/BQTUup1h3X"	cherchezlalune2	Sun Nov 22 11:58:09 +0000 2020	[]	0	0
103	test	4	"Loeffler tests positive for Covid but undergoing further testing
https://t.co/iTknI3IAge"	QueensIceZ	Sun Nov 22 11:46:33 +0000 2020	[]	0	0
104	test	5	"Loeffler tests positive for Covid but undergoing further testing

https://t.co/quXLWrJyuw"	Theresa34120053	Sun Nov 22 11:43:02 +0000 2020	[]	0	0
105	test	6	"Loeffler tests positive for Covid but undergoing further testing
https://t.co/5ulPDNmhne"	bote930	Sun Nov 22 11:26:46 +0000 2020	[]	0	0
106	test	7	"Loeffler tests positive for Covid but undergoing further testing
https://t.co/c06EbCUbZA"	DeeFonta	Sun Nov 22 10:56:01 +0000 2020	[]	0	0
107	test	8	Guess who tested positive? https://t.co/kyPl7ewXsH https://t.co/ZjHUyRzJan	B52Malmet	Sun Nov 22 03:15:52 +0000 2020	[]	151	37
108	test	9	Kelly Loeffler Georgia Sen. Kelly  #Loeffler tests positive for  #COVID but is undergoing further testing https://t.co/AZ10UzC3H7	PresshubU	Sun Nov 22 11:40:49 +0000 2020	['Loeffler', 'COVID']	0	0
109	test	10	BREAKING: Kelly Loeffler has tested POSITIVE for covid! 👠	Steph56Renee	Sun Nov 22 03:27:29 +0000 2020	[]	103	11
110	test	11	Breaking: Kelly Loeffler has tested positive for COVID-19	finisher65	Sun Nov 22 11:37:52 +0000 2020	[]	0	0
111	test	12	🚨 BREAKING: Kelly Loeffler has tested positive for COVID-19 https://t.co/5crxELTF4K	notcapnamerica	Sun Nov 22 05:00:32 +0000 2020	[]	261	28
112	test	13	"Georgia Sen. Kelly Loeffler tests positive for Covid but is undergoing further testing
https://t.co/gvxzSjyFYV"	Bizypawz	Sun Nov 22 12:13:06 +0000 2020	[]	0	0
113	test	14	"Georgia Sen. Kelly Loeffler tests positive for Covid but is undergoing further testing
https://t.co/Lc0zSvOOAY. Do… https://t.co/3gvCdqsR2C"	sal1944s	Sun Nov 22 12:10:00 +0000 2020	[]	0	0
114	test	15	"Georgia Sen. Kelly Loeffler tests positive for Covid but is undergoing further testing
https://t.co/H9kfSphm7T. *My… https://t.co/e1BFyrx2Iz"	curtisc5105	Sun Nov 22 12:05:17 +0000 2020	[]	0	0
115	test	16	"Georgia Sen. Kelly Loeffler tests positive for Covid but is undergoing further testing

https://t.co/4NQ6DkBlHM"	Raymond_Norman	Sun Nov 22 11:50:41 +0000 2020	[]	0	0
116	test	17	"Georgia Sen. Kelly Loeffler tests positive for Covid but is undergoing further testing

https://t.co/SwXSZktdhj"	atlpeach217	Sun Nov 22 11:45:14 +0000 2020	[]	0	0
117	test	18	Georgia Sen. Kelly Loeffler tests positive for Covid but is undergoing further testing https://t.co/BcutVrp874	VenueVegas	Sun Nov 22 11:43:30 +0000 2020	[]	0	0
118	test	19	Georgia Sen. Kelly Loeffler tests positive for Covid but is undergoing further testing https://t.co/OlV106HKtb	MarnieRose2	Sun Nov 22 11:36:00 +0000 2020	[]	0	0
119	test	20	"Georgia Sen. Kelly Loeffler tests positive for Covid but is undergoing further testing
https://t.co/1FKK2gCnu4"	6Tchoup	Sun Nov 22 11:28:01 +0000 2020	[]	0	0
120	stroke	1	New article: [SARS-CoV-2 infection and ischemic stroke]. https://t.co/IclKXjMqKC #coronavirus #COVID19 #2019ncov https://t.co/TTAJ5FxwCq	PaperbirdsH	Sun Nov 22 11:02:35 +0000 2020	['coronavirus', 'COVID19', '2019ncov']	0	0
121	stroke	2	Given up! When you’ve had everything taken away you have nothing left to lose! A Stroke 3yrs ago stuck in US 2017,… https://t.co/ZkLrgF8Iw1	helen636_helen	Sun Nov 22 12:15:51 +0000 2020	[]	0	0
122	stroke	3	@BayTreeInTheSu1 Once,  briefly,  claiming excess deaths were due to heart attacks and strokes rather than covid.… https://t.co/impMPHqWFk	crafty_cheapsk8	Sun Nov 22 10:54:37 +0000 2020	[]	0	0
123	stroke	4	@DaiDavi32130352 @Catchthewind7 Yes, they’re dying in their thousands every day of cancer, dementia, strokes, heart… https://t.co/yQLzgcnaLq	Ella32823623	Sun Nov 22 11:19:24 +0000 2020	[]	0	0
124	stroke	5	@DrJenGunter Not to mention all the people who otherwise will die with heart attacks, strokes, CoPD/asthma, cancer,… https://t.co/yyAeNZ6lv2	calvin_maestro	Sun Nov 22 03:07:18 +0000 2020	[]	13	5
125	stroke	6	@miob1781 @MichaelYeadon3 And from flu and heart disease stroked and cancer. My friends@lung transplant was cancell… https://t.co/vzRD2Tng8V	drbladder	Sun Nov 22 11:42:03 +0000 2020	[]	0	0
126	fragile	1	This pandemic makes you realize the beauty and fragility of humans. I find this feature quite beautiful not because… https://t.co/Azk5A0XABB	tinatonio	Sun Nov 22 10:54:39 +0000 2020	[]	0	0
127	fragile	2	"#PDMSpreadingCOVID
Considering the fragile health system of Pakistan,  the opposition's rallies are making absolute… https://t.co/tiE3fbQ59O"	drkshahzad2020	Sun Nov 22 08:38:35 +0000 2020	['PDMSpreadingCOVID']	1	7
128	fragile	3	In Scotland’s wind-lashed Outer Hebrides, fragile communities are more at risk than most from the economic shifts t… https://t.co/9hIIodP21K	IngaMCotton	Sun Nov 22 12:12:12 +0000 2020	[]	0	0
129	fragile	4	In Scotland’s wind-lashed Outer Hebrides, fragile communities are more at risk than most from the economic shifts t… https://t.co/T2sFWkFJup	AndreaThomasWSJ	Sun Nov 22 11:09:29 +0000 2020	[]	0	0
130	fragile	5	The Fragility of Modern Education in the Time of Covid – ⁦@Quillette⁩  https://t.co/umwlO0niDX	2RamSubramanian	Sun Nov 22 11:08:29 +0000 2020	[]	0	0
131	fragile	6	The Fragility of Modern Education in the Time of Covid #platoscave #muckrake https://t.co/mcxoOsVoeY	Platoscavenews	Sun Nov 22 11:35:22 +0000 2020	['platoscave', 'muckrake']	0	0
132	countless	1	"After countless, aggressive lockdown measures...

*CALIFORNIA REPORTS RECORD 15,442 NEW COVID-19 CASES - Bloomberg"	Convertbond	Sat Nov 21 21:01:34 +0000 2020	[]	39	10
133	countless	2	After all this time, in and out of lockdowns, Christmas in jeopardy, countless dead, families and friends and loved… https://t.co/RasJkfa6IR	MedievalDuffer	Sun Nov 22 12:16:41 +0000 2020	[]	0	0
134	countless	3	Pat and Tim are like countless other Maryland business owners severely impacted by COVID-19, fighting to keep their… https://t.co/fgjIwOR6bq	MD4TaxFairness	Thu Nov 12 19:58:54 +0000 2020	[]	3	6
135	countless	4	These talented young people put in countless time &amp; effort, &amp; deserve respect. They make up the fabric of athletic… https://t.co/SohOUpquGd	gcfbprepostgame	Sun Nov 22 12:08:20 +0000 2020	[]	0	0
136	countless	5	"Jay Inslee is a charlatan.
Because of his failed leadership during covid, countless families lost their primary sou… https://t.co/bnWd1zQguP"	VictorMower3	Sun Nov 22 10:54:41 +0000 2020	[]	0	0
137	countless	6	"#JalsaUK 2020. Zindabaad
Alhamdulillah
Hazrat Khalifatul Masih V aba mentioned Allah's countless blessings,favours,… https://t.co/c2XrMewYS9"	MBUDDMA	Sun Aug 09 17:30:42 +0000 2020	['JalsaUK']	3	7
138	thailand	1	"#COVID19 situation in #Thailand as of 22 November 2020

😷New Confirmed Cases: 11
🦠Cumulative number of cases: 3,913… https://t.co/psqzvB2sPv"	prdthailand	Sun Nov 22 04:59:53 +0000 2020	['COVID19', 'Thailand']	0	6
139	thailand	2	"Can this virus over already and airport open the border to Thailand? 
https://t.co/txIlogl0Ps"	louexile	Sun Nov 22 11:06:48 +0000 2020	[]	0	0
140	thailand	3	"@gindan82 Oh that’s so sad. 😢
So glad we both got so much travel in last year!!! All the #Thailand memories 🥰🥰 
Dam… https://t.co/NjSLbKBuU7"	callumgx	Sun Nov 22 11:46:37 +0000 2020	['Thailand']	0	0
141	thailand	4	In person event! No really. Against the Covid-19 odds the 10th Thailand Tourism Forum (TTF) 2021 will go ahead as a… https://t.co/IEUk96k1md	HorwathHTLcorp	Sun Nov 22 12:00:15 +0000 2020	[]	0	0
142	thailand	5	"@Ric4rdo_Alves @Reuters You’re the one claiming it.

Vietnam, Thailand, Taiwan, Macau, Singapore, South Korea, New… https://t.co/M1XPj7Paej"	lesockpuppeteer	Sun Nov 22 10:54:52 +0000 2020	[]	0	0
143	thailand	6	Lrt whats with governments and doing some godawful shit during the pandemic? Thailand, Indonesia, Philippines, now… https://t.co/xKwbnaGjox	c_sweeyang	Sun Nov 22 12:04:52 +0000 2020	[]	0	0
